name,city,stars,text,sentiment_score
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,4.0,"I came here in desperation for a new hotel after experiencing the worst possible scenario. Thank GOD this place had a room-especially since there was this huge drama convention going on.

Some of the front desk girls were very helpful, but one of them in particular was very sarcastic. Like I was having trouble getting the wi-fi and she managed to fix it, but with all these drama kids going around and about, I can tell she was getting a lot of complaints about them, so I told her she's doing a great job. She laughed sarcastically at my face and blew me off like I was the bad guy being sarcastic. I mean, I have friends in the hotel business and I used to work at a hotel-I know how crazy it gets, but that doesn't excuse you to be a total bitch infront of a customer.

Anyway, the bartenders were awesome and so was the kitchen staff in the morning for the complimentary breakfast. The spa was great and having a view of the marriott and the bay was beautiful.

The location was very convenient, too. Lots of restaurants and tourist spots to stop by-hell, you can even take a jog around the place and everything looks amazing.

As for parking-I wouldnt put any money on valet. You're better off parking your car in the garage yourself as I've heard a lot about the valet being really rude.

Anyways, it was a really nice stay and I'll definitely be comming back whenever I visit Tampa again!",0.1600196408529742
JW Marriott Indianapolis,Indianapolis,1.0,"I have been staying at the JW Marriott since the hotel was built. Over the last couple of years I have probably stayed over 50 nights at this location. I have never had such an non welcoming experience as I have the last 2 nights in concierge lounge. They literally start closing down at 9 while guests are still trying to enjoy the lounge. Food is picked over and not replenished, no coffee or hot water - it had been put away. When a colleague joked that it wasn't like this when Laura ran things. Savanna said ""then maybe you should leave."" Then Kyle starts passively aggressively giving us a count down on when they were closing and at exactly 10 he shut off all the lights and said ""we are closed"". We were headed to the exits prior to Kyle kicking us out. So rude! I called him out on it and he was simply indignant. Either these 2 aren't cut out for the service industry or this hotel has jumped the shark.",0.009490740740740744
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,2.0,Great location however very little food at happy hour and rude bar tender. Plenty of other close hotels to stay at.,0.18625000000000003
Sheraton Indianapolis Hotel at Keystone Crossing,Indianapolis,1.0,"Miserable Experience - Terrible customer service.
Brought a team for a soccer showcase because the location is great.
Too bad management & front desk staff are appallingly awful.
Don't spend your money here unless you enjoy paying for
Rude & Condescending. 
Do yourself a favor and stay at JW Marriott.",-0.39999999999999997
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,4.0,"First off - YES, I liked my overall experience, and some of these peeps are giving an unfair review (example: One reviewer thought the restaurant was crap, but didn't say why.....I actually thought it was pretty good for a hotel restaurant - I ate there 2 nights in a row and enjoyed my Salad (although they put too much oil/dressing on it for me - was a bit soggy) and the burger the next night was very good - quality of the meat very good. No complaints and I am a total foodie. Just sayin'...

THE GOOD:
+Raphael R. at the front desk is a personable guy and the other front desk nice too
+ Great breakfast for the money - bacon, eggs, hot cereal, cold cereal, omelets, etc.
+ Free drinks in the bar from 5:30-7:30 (Happy Hour on the house) - NICE touch.
+ Beautiful hotel - open center so you can see all floors and great view from elevator - especially at night
+ Nice large rooms. Almost too big for my taste since I was traveling alone and don't really use the 'living room' area.
+ Workout room small but good enough - equipment has TVs in front - nice touch.

THE BAD:
+ Walls are a bit thin if you know what I mean (happy couple next door)
+ Internet access is $15 (shame - they should just build it into the cost of the rooms and call it good - nobody wants to pay extra for things like this when it's such a big thing to clientele but such a small thing to comp - c'mon, ALCOHOLIC drinks are more expensive then Internet - why not switch and give free internet and just ONE drink free to guests instead of all the free drinks they can consume between 5:30 and 7:30pm?  That would justify having BOTH internet and giving a free drink and EVERYONE'S HAPPY.  
+ Pool was out of service and being worked on. That alone should be made up by perhaps guests getting free internet service! 

Given my overall experience, I would stay here again - and ask the manager to comp my internet access next time.  :-) You never know. Doesn't hurt to ask.",0.22077976190476187
Philadelphia Marriott Old City,Philadelphia,2.0,"If you are going to Philly and wanting to see historical sites this is an excellent location.  The rooms are clean and the prices are what you would expect to pay for a nice place in such a desirable location.  

The thing this place needs to work on is service.  From the bell hops, to check in to the concierge to bartender to the waitresses.  The manager should be put in a historical stockade because if their service and attitude is that poor throughout the entire hotel it must stem from the leadership.  

We got out of our car and the bell hop told us how to take our things out of the car and he told me to move my tailgate so he could maneuver around easier.  He told us valet was too expensive but he had difficulty describing where we needed to park and it was two blocks away.  

At check in we were told our rooms were not ready but it was our fault because we needed to have rooms next to each other.  She wasn't the least bit concerned the rooms weren't ready.  She told us green at some hotels means one thing but at this hotel it means no maid service at all.  

The rooms are nice and large.  Beds and bedding very nice.  Bathroom would've failed the q-tip test.  The air exchange was disgusting.  Water is free with two bottles, but sitting right next to a large bottle that is $2.  Looked like a set up!  Wi-fi is a charge, typical, but not always.  

The gym is just a few treadmills.  (Not that we expect a full gym but this was less than hotel average.)

The club didn't open until 5:30 for happy hour.  It may be 5 o'clock somewhere but not at this place!  Snacks were not replaced at night when you need them.  Breakfast is slim pickings but expected free cuisine.  

We asked the front desk a simple question about National Park tickets and she directed us to the Concierge Desk.  He was talking to another employee and they made us wait forever to finish their conversation.  Then he seemed bothered.  

After a concert we returned to the hotel around 10pm for a night cap and the bartender didn't say hello, didn't smile but told us that this would be our only drink because he was shutting down.  Not very smart, we tip well, and there were a dozen people enjoying the Olympics and spending money.  

So the bottom line is this...this is a nice clean hotel, and in a great location and priced right for the area...HOWEVER...the staff and service are so rude it was a struggle to even give 2 stars.  About the worst we have ever had.  Service makes all the difference.  Fire the manager and start are over with hiring.  Not up to Sheraton standards.",0.08601329534662867
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,2.0,This place is not worth the stay. The room was of very poor quality with mold in the bathroom and unplugged and broken fixtures. The valet is extremely rude and ran by children who do not know proper courtesy (opening the door for my wife). The pool bar is nonexistent and the bar/restaurant Trolleys has the worst menu I have ever seen. We booked through Expedia and were told when we got here that our stay did not qualify for my Hilton Honors program. I have been going to Hilton hotels for years and this was by far one of the worst stays yet.,-0.40875
Holiday Inn Express & Suites Tampa -Usf-Busch Gardens,Tampa,1.0,"Don't bother. Had a horrible experience from check in to check out. The girl at the front desk Friday night and then again to check me out on Saturday could not have been ruder. The facility is OK, however the coffee maker in the room did not work. Went down in the morning to get breakfast and it was not bad for a buffet style free breakfast. The dining area was full so went up to my room with my food to eat and they had shut my key and internet access off 3 1/2 hours before checkout and I could not make it into my room with my breakfast so I went downstairs and had to encounter the rude front desk person again. I went out to the pool area at 10:30 that supposedly open in the early morning and it was still locked up. The maids were extremely loud and rude starting super early banging around. There was a young thin maid with long braids playing rap so loudly on her cleaning cart in the hallway- Dropping the F bomb and the N-word repeated over and over again inappropriate at best. Totally disappointing",0.02989417989417989
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,1.0,"Not worth the money. Hotel is disgusting. Upon checking in to our room we called the front desk because our shower was disgusting. I believe we had an ADA room because we had a walk in shower vs tub. There were white splash stains all over and black mold throughout. When housekeeping arrived they said it's supposed to look like that and it was just cleaned with acid. Can't believe we didn't take a picture but it was SOOO gross. We had to ruin a pair of shoes so they could be shower shoes. 

The rooms and hotel had a smell to them and there was trash laying around for days. 

The valet is terrible, we waited 15 minutes for our car and there was no one else in line. Finally it arrived but was sitting behind a gate for a few minutes until we had to get the attention of another valet to open. Main attendant was very rude. 

Restaurant is ok, not great. Breakfast in the morning was very disappointing, thank goodness for Starbucks on property. 

Location is good, but don't book unless everything is sold out. So not worth it! For $400 a night you should be getting Ritz service and a nice, clean place.",-0.14956349206349207
DoubleTree by Hilton Hotel Philadelphia Center City,Philadelphia,1.0,"Awful. Long time Hilton Gold Member and never have had a bad experience until now. Traffic signs said I could unload for 20 minutes but hotel staff were rushing me and trying to force me into their parking garage. When I said I would Street park, they told me my vehicle would be stolen. Stay somewhere else. Rude and scamsters.",-0.5125
DoubleTree by Hilton Hotel Philadelphia Center City,Philadelphia,2.0,"Stayed here in July for 2 nights (daughter's college activities) and thought the place was pretty good given location, price, amenities, room size and as everyone knows, the chocolate chip cookies.  Although not a huge issue they have no TV channel guide so you wait several seconds each time you change a channel to see what channels they have and what might be on....irritating.

Fast foward to this past weekend (August) when I returned (daugher's college move in) and could not have been more disappointed.  Not sure if it's a fire regulation or not but the space between the floor and door bottom is HUGE.  Why is that an issue...you can hear every conversation in the hallway by the people who think the world around them wants to hear their every word.  Why are people so rude?  The hotel can't filter out rude people but I do expect my hotel room to get me away from them.  Okay, #2, the room smelled very strong of ""room freshener"" and a bit like cigarettes.  I would bet the previous occupant smoked even though it's a non smoking hotel.  Gross.  #3, the smoke detector was pulled off the wall and hanging by it's wires (previous guest unplugging it?).  #4 Urine stains on the floor around the toilet.  #5 the hot water handle on the sink fell off and was laying on the counter.  No hot water available in the sink.  

After drving 7 hours I was too tired to deal with it and just went to bed...on further reflection I should have changed rooms for the ""freshener"" smell issue.  But I didn't.  Trying to be helpful when I checked out I handed the hot water facet to the front desk...figuring that might get their attention to fix the room.  I told them of all the issues.  They were very nice about it.  I was not looking for anything in return but they offered a discount on my room....they took 20% off.  Not sure how I feel about that...on one hand 20% is better in my pocket than theirs, on the other it seemed a bit ""light""....I would not expect ""free"", after all I did use the room, but I would have thought 50% was more appropriate....but whatever.

Yes I will try them again, the first stay was a 4 stars....the most recent a 1.  But just very disappointed with the experience.",0.09032407407407407
Grand Hyatt Tampa Bay,Tampa,1.0,"Had a real bad experience booking a reservation here,along with 45 mins of waiting time to finalize my reservation. Been a valid Hyatt Credit and reward program  card member for over 6 yrs and get treated like this. Uncalled for and rude people on the phone. Sounds like need to cancel and shop elsewhere and get treated by respectable people. Don't deserve one star in my book.",-0.26666666666666666
Sheraton Indianapolis Hotel at Keystone Crossing,Indianapolis,2.0,"Mediocre hotel for such a high price, our tub held water so badly the first night it was like taking a bath and shower at the same time. WiFi is not free, as we were told and even when you pay, it's spotty and slow. Our key cards quit working multiple times, on the last night, they wouldn't reactivity my husbands card since it was my name on the account. He had the key and could tell them my name and number but they insisted on calling the room at 2am to wake me up and let him in instead of reactivating the key...I get security measures but sheesh! The bar closed down 30 minutes early one night and the bartender was rather rude when we questioned as to why we could no longer order drinks when we had been there for a while....there are other hotels in the area I would choose to stay at if we ever need to stay in the area again.",-0.1100326797385621
JW Marriott Indianapolis,Indianapolis,2.0,"I'm sitting in the lobby bar now at the JW Marriott, Indianapolis (was here last night as well) and felt compelled to write a review. I'm a platinum Marriott member, so trust me I love Marriott properties. Honestly, pretty embarrassing service up at the bar. Normally when I sit at the bar, I'm greeted pretty quickly. Not the case both nights I was here. Wasn't even offered any menu at all until I asked and sat for what felt like 5-10 mins before anyone even acknowledged my colleague and I. Same thing for the two men next to me. They were honestly almost ignored for longer than they should be. You'd think you'd work a tad harder for my above 20% tip that I will always provide. Might want to discuss best practice customer service with the bartenders a bit. Just a tip!",0.20694444444444446
DoubleTree by Hilton Hotel Philadelphia Center City,Philadelphia,2.0,"Great hotel.  Recommend highly. But disturbing thing happened.

In Philly for mystery writers conf, NoirCON. DT was  designated hotel. NoirCON had Sat night charity bingo. I contributed but didn't participate. 

Went to computer room, sitting on 3rd flr waiting for the 1 comp. to be free.
Employee, woman about 50 with dyed sprayed blond hair, white shirt, black pants, approached me and rudely suggested that I was not a guest and shouldn't be there. No reason. I look pretty acceptable. Sport coat, sweater, jeans, Ecco shoes. Wasn't until I got an involuntary look of EXTREME anger in my eyes that she backed off.

Phoned the hotel when I got home to discuss incident. Manager apologized profusely, promised a follow up. Never heard back from them. So, 2 stars.",-0.015138888888888868
Tampa Airport Marriott,Tampa,1.0,"Rooms are not soundproof. Towels smell like bleach. Hot water comes out white (so full of metal and stuff it's not clear). Staff is rude even before I complained about anything, just a bunch of jerks. Avoid this place!",-0.020833333333333343
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,2.0,"Our group was traveling to Tampa for a convention and we booked through our convention reservation block who sends all the information to the Embassy prior to our arrival.  The Embassy looked like a great option (even for the $200/night price tag) since it was conveniently located across the street from the convention center, had free breakfast (with fresh-made omelettes) and happy hour.  However, issue after issue plagued our stay.  

First, I called two days in advance to change the checkout date of one of our 4 rooms.  The reservations attendant was very short and rude, stating that I was not able to change the date of departure within 72 hours of check-in (I was under the impression that it was able to change within 72 hours of the date I was wanting to change).  I also made the request to change one of our King rooms to a double.  She informed me that I had to contact our block reservation coordinator to change it.  When I contacted the block coordinator, they were unable to change anything and called the Embassy to follow up.  The block coordinator was also not able to have the Embassy reservation coordinator make any changes, although double rooms were available.  Lastly, when I completed my call with the Embassy reservation coordinator, instead of sending me to the survey where I could express the poor customer service I received, I was sent to a timeshare calling center.  

Upon arrival, I was charged a $25 package handling charge for a small box.  I've stayed at over 100 hotel properties and this is the first time that I had ever been charged a fee for a package delivery.  I was not provided with a HHonors gift bag as other HHonors members were.  We were also notified that the fitness center and pool would be under construction for the duration of our stay.  The Marriott facilities (across the street) were available for our use, but no one at the front desk could tell us the hours it was available or if we needed any additional information for access.  

My room was on the 3rd floor and I could never find a staircase.  After looking at the map, it seemed that the stairs were located outside, near the pool.  The same pool that was blocked off for repairs.  If there were a fire, there was no safe egress path for me to exit which was a serious lapse of safety.  Plus, the elevator was excruciatingly slow during peak times.  My boss waited nearly 30 minutes to get from the 14th floor to the lobby.  

The Internet did not work for more than 5 minutes in the living room portion of my room and did not work at all in the bedroom.  

Upon checkout, I noticed a $24 fee for valet parking was charged to my room.  I never had a car.  Luckily, I noticed and the front desk staff was able to remove it.

The only positive experiences we had were the breakfast and the location convenience.  The breakfast staff was overly friendly and accommodating, especially the podium hosts and omelette chefs.  There is a bridge that connects the second floor of the hotel to the convention center (but you can't access the third floor without using the elevator).  It is also right across the street from Amalie Arena and the streetcar trolley stop.",0.07665879574970484
Embassy Suites by Hilton Tampa Airport Westshore,Tampa,2.0,I'm a Hilton Diamond Member travel a lot for work and always loyal to the Hilton brand. This Embassy was clean and quiet the valets were great. The check out was less than I would expect by far. I've never been completely ignored and had a front desk clerk just disappear without a word after I ask a question about my bill. I get it I checked out at 5:30am it is early or late depending on your perspective but her actions were just plain rude.,0.07445887445887447
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,3.0,"It's a bad thing when a hotel sits on an excellent location and just phones in everything else because it can. I was less than impressed with my experience.

Here are the positives. The front desk staff was friendly and the room was clean. There they are.

Here is everything else. The valet parking is expensive, inefficient and my two contacts with the valets were not good. The valets were rude and very slow to help. The breakfast opened 5 minutes late and was quickly overwhelmed. I understand that the chain's model for breakfast can be challenging. That said, they need to make changes beyond warning other guests that teenagers will flood the place and suggest alternatives. Our room was quite loud from the elevator machinery. This is an architectural/engineering issue which should be addressed.  Our experience in the Trolley Restaurant and the in house Starbucks was less than satisfying as the service was not what one should expect. Trolley's was slow and the Starbucks staff could not operate the oven which resulted in no hot food. We were forced to deal with the hoarded at the free breakfast.

I've stayed in this hotel several times and the experience has been consistently mediocre. I prefer the  property across the street, but it is often booked up first. As my travel plans are usually""spur of the moment"", I'll probably be forced to stay here again. I hope they change.",0.0019871794871794946
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,2.0,"I stayed here a few years ago. My room was clean and cozy aside from the roach issue (read my other review). This stay was different. It feels as if the property has gone down since then. My room had an odor like mildew or mold that we couldn't seem to get rid of with air freshener. Also, when you turn the water temperature knob to a certain point, there would be this loud, continuous noise and the knob would start to shake rapidly until you turned the knob slightly to the right or left. Problem was, that exact agitated point on the knob was the perfect temperature setting for me so I always had to have my water either slightly too hot or too cold. Very annoying. But the main issue we experienced can't really be explained by the hotel staff. We were two families, in two different rooms and both families experienced allergy problems while in the shower. The water from the shower seems to burn the eyes and almost immediately after the eyes begin to burn, severe sneezing begins. I initially thought it was the hotel hair conditioner but at breakfast, my cousin asked if I was feeling weird while in the shower. He explained the exact same symptoms but he had not used the conditioner. Then a woman who was eating nearby overheard our conversation and she said the exact thing was happening to her. That night, I was rinsing my daughters hair after swimming and she began to cry and said the water was burning her eyes and then she began sneezing as well. This morning I heard my husband sneezing while he was in the shower. I went to the desk and asked about the water in the hotel and they looked at me as if I were crazy and said they have never heard anyone complain of this. Weird, we all experienced this and we weren't on the same floor. The woman was staying on the 18th floor and we were on the 4th. Can't say the water made my skin feel any different but my hair certainly did. It felt hard and wiry after shampooing and so did my daughters'. I blame the water for sure! I can't understand why the hotel staff are saying they've never heard this before when it seems like a common occurrence. Morning breakfast was ok...much better than a lot of other free breakfasts. They have an omelette station and a small hot buffet with scrambled eggs, potatoes, bacon, and sausage. The area gets crowded at times but they have a sign near the elevator that lets you know the high traffic times for breakfast. Most of the staff was  pretty nice in the hotel except for an overzealous young guy at the front desk. It's not that he was rude...he just has a ""know-it-all"" way about him that came across as a little annoying and especially since he decided to jump into the conversation I was having with another desk person and give me an answer that ended up being very wrong. I don't think I will ever stay in this hotel again. There is a Marriott across the street that I normally stay in but Hilton Honors sent me an email with an offer I couldn't refuse except whenever we went to the desk to inquire about the offer we had, no one seemed to know anything about it. Overall, the stay was a little bad and I don't think I'll stay again.",0.03412842712842713
Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,1.0,"Not impressed. No special accommodations for brides and everyone i spoke to was rude. 

Will likely be canceling the whole room block and moving to a different hotel in the area for the bride-to-be.",-0.12976190476190477
Holiday Inn Express & Suites Tampa -Usf-Busch Gardens,Tampa,4.0,"A little hesitant to book due to other reviews. Contrary to whatI read our room was clean and actually very roomy including mini fridge, microwave, table/ chair, even a keurig. Took away a star because upon arrival there was sock in our room. Ewwww. Additionally upon arrival, I was told that check out was at 12 and I could call in the morning to inquire about late check out. When I called in the morning I was told check out was at 11 and I could have until 12. Miscommunication much! Exact words "" I have someone checking in that room and need it cleaned as soon as possible"" ok? A little rude. Anywho, I'm sure I won't be back but would recommend if you're going to Busch gardens, super close and a lot of food in area.",0.06607142857142857
Philadelphia Marriott Old City,Philadelphia,3.0,"I just stayed here this past weekend for a wedding. I have never been to Philly and don't really know much about it, but I did think the location was pretty nice - it was walking distance to a lot of sight seeing places, and also a ton of bars and restaurants down 2nd street, Walnut and Chestnut. The airport is not too far either, but it is a whopping $28.50 flat fee. I thought the decor inside was really nice too, and the wedding reception/cocktail area was nice. The beds were also super comfortable. I did not go to the pool or the fitness center, so I can't comment on those.....

But now for the negatives:
1. The workers there were generally nice, but the waitresses at the reception were downright rude! they would take my drinks when they were still 1/2 way full without asking if I was done with it and on multiple occasions I was NOT so nicely asked to please move - they pretty much would push me out of the way when there would be plenty of room to just go around me and give a lot of attitude.

2. The price per room is very expensive - it's like it's trying to be fancy, but it really isn't. yes the lobby area is beautifully decorated, but the rest of the hotel is pretty much like any other 3-star hotel. The bar/Taste restaurant is nice too, but the drinks there are ridiculously priced! My husband got 1 beer and I had a vodka soda, and our bill was $20.

3. You have to pay for wi-fi in your room, which is also very expensive ($10 for the whole day I believe), but they do have a business center with free wi-fi. However, I can't comment on it, because the two times we went down there to use a computer it NEVER worked! we would put in our last name and room number like it asked and it would stall for a good long five minutes! and then it would say, ""cannot verify your name or room number"" or something like that.

4. The other thing that SHOULD have been a convenient amenity but wasn't, was the express check out on your TV. I always like to do this if it's an option to, so that I don't have to wait in line at the front desk, but when we went to the TV channel to check out it was completely fuzzy and you couldn't read a thing. Why even have it as an option if it doesn't work??

5. But my biggest complaint is that the walls are SUPER THIN! Both mornings I woke up at 8:30 in the morning to the family next door (two adults and two kids) pretty much screaming and laughing extremely loud. I didn't say anything the first morning, but the 2nd morning I ended up yelling back at them through the wall to shut up. I honestly could hear every single word of their conversation. My friends also shared a wall with a utility closet, so in the middle of the night they kept waking up to clinking and clanking noises coming from it.

Anyway, the hotel did not ruin my experience at the wedding at least - I had an absolute wonderful time celebrating, and if I was ever back in Philly maybe I'd go back, I really don't know. again, i don't know Philly well at all, so I can't really compare it to hotels in the area of its kind. But my complaints above would be something to think about.......",0.13632903981264638
